handle,page_n,ne,type_ne
10419/147775,18,GCC countries
10419/147775,18,European cooperative banks
10419/147775,18,EU financial integration
10419/147775,18,GDP
10419/147775,18,GCC
10419/147775,18,BIS
10419/147776,12,Bloomberg Professional
10419/147777,13,Economics Network
10419/147779,13,IFAD
10419/147785,15,Australian and US financial firms
10419/147785,15,German financial institutions
10419/147786,7,SAARC countries
10419/147786,7,SAARC counties
10419/147786,7,West Bengal
10419/147786,7,SAARC
10419/147789,16,FTPL theory
10419/147789,16,Financial stability
10419/147789,16,United Kingdom
10419/147789,16,FTPL
10419/147790,11,Markov switching analysis
10419/147791,12,Il Sole 24 Ore absolute leadership
10419/147791,12,Italian financial daily press sector
10419/147792,8,Small - Scale Cassava Processing Projects
10419/147792,8,CFC
10419/147793,18,Small - Scale Cassava Processing Projects
10419/147793,18,Author details
10419/147793,18,CFC
10419/147794,9,financial crisis on SMEs ’ capital structure determination
10419/147797,16,Hermes UK focus fund
10419/147798,6,South Africa
10419/147800,7,Economics Network
10419/147800,7,Learning and Teaching Development Project
10419/147802,10,Nigerian financial sector
10419/147802,10,COUNTRIES BENEfiT
10419/147802,10,MENA financial sector
10419/147802,10,ALL
10419/147802,10,COUNTRIES
10419/147802,10,MENA
10419/147802,10,NBER
10419/147807,11,SMP model
10419/147807,11,SMP
10419/147809,23,Financial support
10419/147809,23,New Economic Thinking
10419/147810,22,SBC strategy
10419/147810,22,Fiscal sustainability
10419/147810,22,SBC
10419/147811,17,Asian countries
10419/147811,17,VECM elaborate
10419/147811,17,VECM
10419/147814,13,Scientific Research
10419/147814,13,grant No.22530238
10419/147814,13,grant No.25380320
10419/147816,14,Nigerian economy on crude oil
10419/147816,14,Oil price
10419/147816,14,dependent Page
10419/147820,26,BOJ current account balances
10419/147820,26,BOJ
10419/147821,12,CRA ratings
10419/147821,12,Zengin Foundation for Studies on Economics
10419/147821,12,CRA
10419/147821,12,grant No.1002
10419/147822,11,Scientific Research
10419/148014,16,National Natural Science Foundation of China
10419/148371,23,Castilla - La Mancha
10419/148371,23,Spanish Ministry of Economy
10419/148371,23,58991C3 - 2 - R
10419/148421,20,Natural Science Foundation of China
10419/148421,20,Grant No.71271083
10419/148421,20,social science fund major project of Beijing
10419/148421,20,Grant No.15ZDA19
10419/148421,20,Central Universities
10419/148421,20,Grant No.71271083
10419/148421,20,Grant No.15ZDA19
10419/149408,19,Princeton University
10419/149408,19,STEP
10419/149413,18,NORFACE research programme on Migration
10419/149413,18,Europe Social
10419/149413,18,grant D
10419/149413,18,REDI
10419/149413,18,NORFACE
10419/149413,18,ESRC
10419/149416,20,German low wage sector
10419/149416,20,Deutsche Forschungsgemeinschaft
10419/149416,20,SCHO
10419/149416,20,DFG
10419/149417,24,Irish Research Council
10419/149417,24,Trinity College Dublin
10419/149417,24,Nova School of Business
10419/149417,24,EU NORFACE Programme on International Migration
10419/149417,24,NORFACE
10419/149419,20,GIF foundation
10419/149419,20,Grant No.989-232.4/2007
10419/149419,20,GIF
10419/149422,41,core funding of CEPS
10419/149422,41,Higher Education
10419/149422,41,European Commission
10419/149422,41,INSTEAD
10419/149422,41,COFUND
10419/149424,18,Active Labour Market Policy
10419/149424,18,IZA
10419/149426,19,Foundation Population
10419/149426,19,PME
10419/149426,19,AMERM
10419/149427,14,Project ECO2010 - 15863
10419/149427,14,Spanish Ministry of Innovation
10419/149427,14,German Ministry of Education
10419/149430,26,Labour Mobility
10419/149430,26,European Commission
10419/149430,26,reference number EuropeAid/130215 / C / SER / Multi
10419/149430,26,Eduworks Marie Curie Initial Training Network Project
10419/149430,26,European Commission ’s 7th Framework Programme
10419/149434,19,Modern Chinese City Studies
10419/149434,19,East China Normal University
10419/149434,19,CCMC
10419/149436,16,Diaspora involvement
10419/149437,33,EDUWORKS Marie - Curie ITN network
10419/149437,33,European Union
10419/149437,33,EDUWORKS
10419/149437,33,ITN
10419/149444,24,Shu - Heng C
10419/149445,27,Melbourne University Faculty Grant scheme for funding
10419/149445,27,Swiss National Science Foundation for financial support
10419/149445,27,University of Chicago Press
10419/149447,21,Florida International University
10419/149448,25,McCardell Grant
10419/149448,25,Hood College Board of Associates
10419/149451,17,Adjustment and Inequality ” research programme
10419/149456,22,Atlantic Research Data Centre
10419/149459,23,Australian Government Department of Families
10419/149459,23,Melbourne Institute of Applied Economic
10419/149459,23,Australian Research Council
10419/149459,23,ARC Future Fellowship
10419/149459,23,HILDA
10419/149459,23,HCSIA
10419/149459,23,ARC
10419/149462,23,Belgian Science Policy Office
10419/149462,23,BELSPO
10419/149464,22,Joxhe IZA Journal of Migration
10419/149464,22,IZA
10419/150433,8,European Commission
10419/150433,8,5th Framework Programme
10419/150433,8,6th Framework Programme
10419/150433,8,7th Framework Programme
10419/150433,8,German Ministry of Education
10419/150433,8,SHARE
10419/150433,8,IAG
10419/150433,8,OGHA
10419/150434,11,DS development
10419/150434,11,Wellcome Trust
10419/150434,11,VEGA project
10419/150434,11,grant No.WT083707MA
10419/150434,11,VEGA
10419/150435,7,Fontaine et al
10419/150444,14,German Federal Ministry for Economic Cooperation
10419/150444,14,BMZ
10419/150444,14,SHP
10419/150444,14,GIZ
10419/150448,7,Healthy Boat
10419/150448,7,Baden - Württemberg Stiftung
10419/150448,7,Baden - Württemberg
10419/150448,7,German network ' Health Services Research Baden - Württemberg
10419/150449,10,USDA Cooperative State Research Education & Extension Service
10419/150449,10,US farms
10419/150449,10,USDA
10419/150449,10,LAB
10419/150456,13,AlbertLudwigs University Freiburg
10419/150468,12,Lund University
10419/150468,12,"Region Skåne , Johan and Greta Koch ’s Foundation"
10419/150468,12,Swedish Association of Health Professionals
10419/150468,12,Swedish Society of Nursing
10419/150468,12,SSSH
10419/150469,16,16 of 16 Acknowledgements
10419/150469,16,biostatistics MS degree thesis of Fatemeh Pourmotahari
10419/150469,16,Ahvaz Jundishapur University of Medical Sciences
10419/150476,11,Research Excellence
10419/150476,11,Research Fellowship
10419/150476,11,Program Grant
10419/150476,11,NHMRC
10419/150477,9,Universal Health Coverage
10419/150480,6,Sucampo Pharma Europe
10419/150482,16,Medicaid expansions ’ moderate effects on labor supply
10419/150486,17,17 of 18 Abbreviations
10419/150486,17,Canadian Institute for Health Research
10419/150486,17,Grant No.06034
10419/150486,17,grant 84310
10419/150486,17,MOHLTC
10419/150486,17,CIHR
10419/150491,9,PhD project
10419/150491,9,Alcohol and Drug Research of Aarhus University
10419/150491,9,British data
10419/150493,8,Dr Pradnya Kulkarni
10419/150493,8,MIMS
10419/150495,9,NHS provider
10419/150495,9,European Commission
10419/150495,9,Seventh Framework Programme
10419/150495,9,NHS financial flows
10419/150495,9,NHS
10419/150499,10,Sorin CRM SAS
10419/150499,10,CRM
10419/150499,10,SAS
10419/150500,11,Cancer Registries
10419/150500,11,standard RDC fees for researchers
10419/150500,11,National Cancer Institute grant
10419/150500,11,RDC
10419/150501,7,Norwegian Research Council
10419/150501,7,Durieux P. Effects of financial incentives on medical practice
10419/150503,8,Sanofi - Pasteur MSD
10419/150503,8,MSD
10419/150504,9,HIV testing
10419/150504,9,Grant Number R21
10419/150504,9,National Institute of Mental Health
10419/150504,9,Duke University Center for AIDS Research
10419/150504,9,Andrew Weinhold for assistance
10419/150504,9,Elizabeth Mbuya and Beatrice Mandao for study implementation
10419/150504,9,Kilimanjaro Clinical Research Institute for administrative support
10419/150504,9,WTA
10419/150504,9,HIV
10419/150504,9,Grant No.R21
10419/150504,9,AIDS
10419/150504,9,CFAR
10419/150504,9,NIH
10419/150508,10,Mzumbe University Tanzania for financial support
10419/150508,10,Sub - Saharan Africa
10419/150508,10,DAAD
10419/150508,10,CKD
10419/150509,10,IBD pathways
10419/150509,10,German Research Foundation
10419/150509,10,IBD
10419/150509,10,DFG
10419/150510,7,TEVA Pharma SLU
10419/150510,7,Dynamic SL
10419/150510,7,TEVA
10419/150510,7,SLU
10419/150513,11,Florida Department of Citrus
10419/150517,12,USDA National Institute of Food
10419/150517,12,National Research Foundation of Korea
10419/150517,12,grant No.2011-68001-30014
10419/150517,12,USDA
10419/150518,14,Singapore Ministry of Education
10419/150518,14,MOE
10419/150520,8,Bundesministerium für Bildung
10419/150520,8,ADHD
10419/150520,8,BMBF
10419/150521,9,Regional Research Funds Western Norway for financial support
10419/150521,9,Regional Research Funds Western Norway
10419/150521,9,Occupational Therapists
10419/150521,9,grant No.229759
10419/150522,7,State ’s funding mechanism of ADSE
10419/150522,7,virtually No.effect for ADSE users
10419/150522,7,State Budget transfers
10419/150522,7,State Budget
10419/150522,7,ADSE
10419/152331,19,Bill & Melinda Gates Foundation
10419/152331,19,American Institutes for Research
10419/152331,19,CALDER
10419/152332,22,Scientific Research
10419/152333,28,Project SEAPHE
10419/152333,28,SEAPHE
10419/152336,27,Education Sciences
10419/152336,27,Grant R305A080694
10419/152336,27,Grant R305A080694
10419/152338,19,Project PEst - OE / CED / UI0757/2013
10419/152338,19,Project PTDC / EGE
10419/152338,19,Portuguese National Science Foundation
10419/152338,19,FCT
10419/152340,13,BGPE scholarship
10419/152340,13,Michael Oberfichtner
10419/152340,13,BGPE
10419/152349,26,Iowa State Foundation
10419/152349,26,Pappajohn Center for Entrepreneurship
10419/152352,33,Great Britain
10419/152353,14,JSPS grant
10419/152353,14,grant 22000001
10419/152353,14,JSPS
10419/152354,21,Grant ECO2009-09614
10419/152356,34,Social Research and Demonstration Corporation
10419/152357,25,Fritz Thyssen Stiftung
10419/152357,25,grant Az.10.10.1.082
10419/152357,25,grant A
10419/152358,18,Miroslav Beblavý Center for European Policy Studies
10419/152358,18,European Policy Studies
10419/152358,18,Seventh Framework Programme
10419/152358,18,Agreement No.266833
10419/152358,18,grant Agreement No.266833
10419/152358,18,SGI
10419/152358,18,CEU
10419/152358,18,IZA
10419/152358,18,CELSI
10419/152358,18,CEPS
10419/152358,18,NEUJOBS
10419/152360,23,Eduworks Marie Curie Initial Training Network Project
10419/152360,23,European Commission ’s 7th Framework Program
10419/152361,23,European Union 's Seventh Framework Programme
10419/152361,23,grant agreement No.320116
10419/152362,24,grant No.15K17072
10419/152364,16,Eduworks Marie Curie Initial Training Network Project
10419/152364,16,European Commission ’s 7th Framework Program
10419/152365,30,National Natural Science Foundation of China
10419/152365,30,Grant No.71203188
10419/152365,30,Job Search
10419/152365,30,Online Job Board Microdata
10419/152365,30,Grant No.71203188
10419/152390,11,Hernando Vargas
10419/152390,11,Luis Eduardo Arango for comments
10419/152392,22,National Natural Science Foundation of China
10419/152395,22,World Bank
10419/152395,22,IZA Journal of Labor
10419/152395,22,IZA
10419/152399,21,World Bank project P127927
10419/152400,20,Rural Urban Migration
10419/152400,20,Social Security of China
10419/152400,20,Central Universities
10419/152400,20,Research Funds of Renmin University of China
10419/152402,15,III Contest of Essays on Labor and Social Issues
10419/152402,15,Latin America
10419/152402,15,III
10419/152402,15,CEDLAS
10419/152402,15,IDRC
10419/152403,20,ICSSR
10419/152403,20,IDRC
10419/152404,22,World Bank Development Economics Research Support Grant
10419/152405,18,Enterprise Performance
10419/152405,18,Asian Institute of Management
10419/152405,18,International Development Research Centre
10419/152406,24,Ayyagari M
10419/152406,24,Firms Perceptions of business environment
10419/152407,26,Social Sciences and Humanities Research Council of Canada
10419/152407,26,IADB
10419/152407,26,SSHRC
10419/152411,16,Economic Analysis
10419/152411,16,European Commission
10419/152411,16,Joint Research Centre
10419/152411,16,JRC
10419/152413,29,SPL Global Practice
10419/152413,29,SPL
10419/152413,29,DEC
10419/152413,29,ASEAN
10419/152414,19,South Africa
10419/152414,19,ILO
10419/152415,22,National Natural Science Foundation of China
10419/152415,22,International Development Research Center of Canada
10419/152416,21,IDRC
10419/152417,22,National Statistics Office
10419/152417,22,TDRI
10419/152419,20,Minas Gerais Research Support Foundation
10419/152419,20,Brazilian Ministry of Science
10419/152419,20,FAPEMIG
10419/152419,20,CSA
10419/152419,20,APQ
10419/152419,20,MCTI
10419/152425,19,National Research University Higher School of Economics
10419/152426,26,Young Lives for financial support
10419/152427,22,financial support of International Development Research Centre
10419/152427,22,IDRC
10419/152428,22,World Bank ’s Gender Action Plan
10419/152428,22,PSIA
10419/152429,18,International Growth Centre
10419/152429,18,London School of Economics
10419/152429,18,IGC
10419/154688,7,National Institute on Disability and Rehabilitation Research
10419/154688,7,U.S. Department of Education
10419/154688,7,Rehabilitation Research and Training Center on Employment Policy
10419/154688,7,New Hampshire Institute on Disability
10419/154694,18,Deutsche Wissenschaft
10419/154701,16,non - European foreign students for its three - year Bachelors
10419/154701,16,World Bank ILM program
10419/154701,16,Mediterranean Integration
10419/154701,16,overall supervision of Manjula Luthria
10419/154701,16,John D.
10419/154701,16,Nordic Trust Fund for Human Rights
10419/154701,16,ILM
10419/154706,24,Regione Autonoma della Sardegna
10419/154707,24,SRDC - CLSRN project on adult education
10419/154707,24,COOL RDC
10419/154707,24,Public - Sponsored Training Programs Matter
10419/154707,24,CLSRN
10419/154707,24,COOL
10419/154707,24,RDC
10419/154709,27,federal Social Innovation Competing interests
10419/154709,27,Labor Policy
10419/154709,27,IZA Guiding Principles of Research Integrity
10419/154709,27,Bloomberg Philanthropies
10419/154709,27,IZA
10419/154712,31,ERA district
10419/154712,31,ERA
10419/154714,16,National Institute of Justice
10419/154714,16,Demonstration Field Experiment
10419/154714,16,Ex - Offenders Random Assignment Evaluation
10419/154715,22,program Society
10419/154715,22,CONTRACT
10419/154716,18,SSDI
10419/154719,33,43526 - R
10419/154719,33,Dirección General de Ordenación
10419/154719,33,MCVL data
10419/154719,33,MCVL
10419/154720,28,Central Universities
10419/154720,28,IDRC
10419/154720,28,SSHRC
10419/154721,26,Kyle Herkenhoff
10419/154721,26,David Neumark
10419/154724,23,JSPS KAKENHI Grant Numbers
10419/154724,23,Grant N
10419/154724,23,JSPS
10419/154724,23,KAKENHI
10419/154726,15,Migration Policy Institute
10419/154726,15,European Union
10419/154726,15,International Labour Office
10419/154727,38,Ministerio de Ciencia e Innovación
10419/154730,34,grant UMO-2012/01/D/HS4/04039
10419/154730,34,IZA
10419/154730,34,RIETI
10419/154735,22,2014 - SGR-1414
10419/154735,22,La Caixa Foundation
10419/154735,22,grant ECO2012-38460
10419/154735,22,grant 2014-SGR-1414
10419/154736,23,LLAKES Centre
10419/154736,23,UK Commission for Employment
10419/154736,23,Economic and Social Research Council
10419/154736,23,LLAKES
10419/154736,23,UCL
10419/155488,13,Telfer School of Management for support
10419/155488,13,SMRF grant
10419/155488,13,Emerging Technology and Innovation Management Laboratory
10419/155488,13,Technological Enterprises
10419/155488,13,SMRF
10419/155489,17,US Department of Energy
10419/155489,17,I / UCRC on Intelligent Maintenance Systems
10419/155489,17,UCRC
10419/155497,12,PEDECIBA
10419/155497,12,CSIC
10419/155499,16,EU government and industry and is co
10419/155499,16,European Union
10419/155499,16,Information and Communication Technologies
10419/155499,16,1Wolfson School of Mechanical and Manufacturing Engineering
10419/155499,16,grant agreement No.285541
10419/155499,16,PREMANUS
10419/155499,16,ICT
10419/155499,16,SKF
10419/155499,16,TIE
10419/155499,16,TSR
10419/155499,16,SAP
10419/155501,12,Caterpillar Remanufacturing Limited
10419/155502,10,European Union
10419/155502,10,Information and Communication Technologies
10419/155502,10,grant agreement No.285541
10419/155502,10,PREMANUS
10419/155502,10,ICT
10419/155504,15,Finnish Funding Agency for Technology
10419/155504,15,Green Growth programme
10419/155506,28,dem Ziel der groesstmoeglichen Wertschoepfung
10419/155506,28,Wiederverwendung von Elektroaltgeräten
10419/155506,28,EAG
10419/155506,28,OREG
10419/155506,28,FFG
10419/155507,21,European Commission
10419/155507,21,FoF - ICT Project MSEE
10419/155507,21,ICT
10419/155508,19,Scientific Research
10419/155508,19,JSPS
10419/155509,9,technical staff of Machine Tool Laboratory
10419/155509,9,IIT
10419/156479,18,Ministerio de Ciencia y Tecnología
10419/156479,18,grant ECON2008 - 03040
10419/156479,18,OECD
10419/156479,18,grant ECON2008-03040
10419/156480,11,Kyung Hee University
10419/156482,20,possible influence of financial VAT on financial development
10419/156482,20,Pigouvian taxes
10419/156482,20,financial VAT
10419/156482,20,financial sector of Pigouvian taxes
10419/156482,20,Tobin tax
10419/156482,20,VAT
10419/157237,29,FDI
10419/157247,10,actual CAMs
10419/157446,9,Discovery Grant
10419/157446,9,NSERC
10419/157449,12,University Grants Commission
10419/157449,12,Minor Research Project
10419/157449,12,Grant No.PSW-204/13-14
10419/157449,12,UGC
10419/157463,16,India Council for Technical Education
10419/157463,16,AICTE
10419/157463,16,RPS
10419/157465,16,formulated temperature model of Eq
10419/157472,12,Grant Number
10419/157472,12,Grant No.30015-1-02
10419/157514,14,IEEE
10419/157724,20,described M - box
10419/157724,20,European Union Seventh Framework Programme
10419/157724,20,Grant Agreement
10419/157724,20,Grant Agreement 314468
10419/157728,15,EC FP7 Project
10419/157728,15,Advanced Manufacturing Engineering
10419/157728,15,ETO products
10419/157728,15,CBR method
10419/157728,15,EDD
10419/157728,15,SPT
10419/157728,15,FIFO
10419/157728,15,LPT
10419/157728,15,ETO
10419/157728,15,CBR
10419/157733,9,Research Grants for Doctoral Candidates
10419/157733,9,Deutscher Akademischer Austauschdienst
10419/157733,9,DAAD
10419/157735,9,Ms. Yosra Abdelkhalek
10419/157735,9,Egyptian Ministry of Higher Education
10419/157735,9,Grant GERLS
10419/157735,9,Grant GERLS
10419/157735,9,DAAD
10419/157735,9,GERLS
10419/157738,13,Computational Logistics
10419/157738,13,Excellence Initiative of German federal and state governments
10419/157741,13,German federal state of Lower Saxony
10419/157741,13,German Federal Ministry of Education
10419/157741,13,ERDF
10419/157742,5,GSSP
10419/157742,5,IGS
10419/157742,5,DAAD
10419/157744,9,Tanzania - Germany Postgraduate Training Programme
10419/157744,9,DAAD
10419/157748,11,Bremen University
10419/157748,11,IGS
10419/157748,11,DAAD
10419/157748,11,GSSP
10419/157749,14,European Union
10419/157749,14,German Federal Ministry for Economic Affairs
10419/157749,14,LINK
10419/157749,14,HRB
10419/157804,20,information S1 Appendix
10419/158013,14,Economic Analysis of Property Rights
10419/158539,24,Spanish MEC
10419/158539,24,MEC
10419/158540,35,Spanish Ministry of Economy
10419/158540,35,INNOVA CANARIAS
10419/158540,35,INNOVA
10419/158540,35,CANARIAS
10419/158543,33,Ministerio de Educación
10419/158546,30,Spanish Ministry of Science
10419/158546,30,Creative Commons Attribution
10419/158546,30,Creative Commons license
10419/158546,30,Grant SEJ2007-66268
10419/158546,30,Grant ECO2010-20504
10419/158550,40,Domingo Pérez
10419/158550,40,Tucker McElroy for computational support
10419/158554,21,Spanish Government
10419/158554,21,Generalitat Valenciana
10419/158554,21,project PROMETEO/2013/037
10419/158554,21,Comunidad de Castilla y León
10419/158554,21,project VA066U13
10419/158566,21,Gansu Social Science Planning Office
10419/158566,21,13YD030 ; Soft Science of Gansu Science and Technology Support Program
10419/158566,21,Grant 13YD030
10419/158568,16,social science fund major project of Beijing
10419/158568,16,Grant No.15ZDA19
